Example,Mode,Safe,AvgUserTimeSec,AvgSystemTimeSec,AvgCPUPercent,AvgElapsedTime,StdElapsedTime,AvgMaxMemoryKB,StdMaxMemoryKB,AvgNumSMTCalls,Classification,Ground Truth,Tags
Array_DynMem-True,--warmup,-,0.504,0.06,179.6,0.312,0.016431676725154998,75840.8,787.7431053332044,0.0,,True,array loop if
Array_DynMem-True,-b,TIMEOUT,33.522000000000006,0.268,111.6,30.232,0.14481022063376614,325083.2,3243.8290953747855,0.0,,True,array loop if
Array_DynMem-True,-k,Proof,1.276,0.12,203.8,0.6859999999999999,0.016733200530681475,131404.0,365.46956097601344,4.0,True Positive,True,array loop if
Array_DynMem-True,-k --kInd-inv,Proof,1.308,0.11000000000000001,206.8,0.682,0.013038404810405255,131408.8,391.7897395287426,4.0,True Positive,True,array loop if
Array_DynMem-True,-bk,Proof,1.328,0.118,202.6,0.712,0.008366600265340763,132048.8,101.16916526293969,5.0,True Positive,True,array loop if
Array_DynMem-True,-bk --kInd-inv,Proof,1.348,0.118,205.8,0.706,0.008944271909999166,132071.2,433.43650053958305,5.0,True Positive,True,array loop if
Array_DynMem-True,-p,Proof,1.386,0.126,213.2,0.708,0.008366600265340763,145489.6,1811.2241164472164,5.0,True Positive,True,array loop if
Array_DynMem-True,-g,Crash,1.024,0.11400000000000002,183.8,0.618,0.010954451150103331,121282.4,819.8272988867839,3.0,,True,array loop if
Array_DynMem-True,-gB,Crash,1.044,0.10600000000000001,183.2,0.624,0.024083189157584613,122403.2,882.7339349996691,3.0,,True,array loop if
Array_DynMem-True,-g --gpdr-smi,Crash,0.976,0.10200000000000001,166.2,0.65,0.018708286933869726,120815.2,401.3915793835242,3.0,,True,array loop if
Array_DynMem-True,-gB --gpdr-smi,Crash,0.994,0.10600000000000001,169.8,0.646,0.01140175425099139,120996.0,476.1260337347665,3.0,,True,array loop if
Array_DynMem-True,-g --gpdr-ats,TIMEOUT,33.922000000000004,0.9099999999999999,115.6,30.056,0.005477225575050572,315561.6,5816.549217534396,0.0,,True,array loop if
Array_DynMem-True,-gB --gpdr-ats,-,3.124,0.202,243.2,1.366,0.03361547262794314,293671.2,6322.24352583796,0.0,,True,array loop if
Array_DynMem-True,-g --gpdr-smi --gpdr-ats,TIMEOUT,32.344,0.268,108.0,30.046,0.018165902124584368,310603.2,2170.256021763331,0.0,,True,array loop if
Array_DynMem-True,-gB --gpdr-smi --gpdr-ats,OUTOFMEMORY,111.522,2.0420000000000003,414.0,28.04,4.925971985304018,4179056.0,8833.098210707272,0.0,,True,array loop if
Array_Ex1-True,--warmup,-,0.514,0.05,196.8,0.286,0.005477225575051635,75427.2,479.42799250773834,0.0,,True,array
Array_Ex1-True,-b,NoResult,7.220000000000001,0.22400000000000003,165.2,4.49,0.07071067811865495,359885.6,26864.5039559639,101.0,,True,array
Array_Ex1-True,-k,Proof,2.096,0.118,202.8,1.09,0.01581138830084191,143957.6,5480.995238093169,29.0,True Positive,True,array
Array_Ex1-True,-k --kInd-inv,Proof,2.0940000000000003,0.13,203.6,1.09,0.012247448713915901,147075.2,1952.0069672006807,29.0,True Positive,True,array
Array_Ex1-True,-bk,Proof,2.154,0.132,204.2,1.116,0.015165750888103064,140914.4,1849.2497938353272,28.0,True Positive,True,array
Array_Ex1-True,-bk --kInd-inv,Proof,2.178,0.11200000000000002,206.4,1.11,0.017320508075688787,144676.8,6884.386624819963,28.0,True Positive,True,array
Array_Ex1-True,-p,NoResult,1.012,0.10800000000000001,184.8,0.606,0.01140175425099139,125252.8,404.9039392250957,2.0,,True,array
Array_Ex1-True,-g,Crash,0.672,0.066,186.0,0.396,0.011401754250991374,83681.6,821.5818887974589,0.0,,True,array
Array_Ex1-True,-gB,Crash,0.672,0.066,185.6,0.396,0.008944271909999144,83830.4,616.9901133729778,0.0,,True,array
Array_Ex1-True,-g --gpdr-smi,Crash,0.668,0.06,182.0,0.398,0.008366600265340743,83968.8,518.0223933383576,0.0,,True,array
Array_Ex1-True,-gB --gpdr-smi,Crash,0.6759999999999999,0.064,187.0,0.396,0.005477225575051666,83812.8,206.96666398239114,0.0,,True,array
Array_Ex1-True,-g --gpdr-ats,TIMEOUT,33.506,1.298,115.2,30.04,0.012247448713914904,304090.4,2004.3664335644817,0.0,,True,array
Array_Ex1-True,-gB --gpdr-ats,-,1.372,0.122,199.8,0.746,0.015165750888103114,132091.2,1155.6864626705635,0.0,,True,array
Array_Ex1-True,-g --gpdr-smi --gpdr-ats,TIMEOUT,34.294,0.27999999999999997,114.6,30.042,0.01643167672515474,294680.0,4310.172154334441,0.0,,True,array
Array_Ex1-True,-gB --gpdr-smi --gpdr-ats,TIMEOUT,33.032,0.256,110.4,30.054000000000002,0.005477225575050571,299580.0,1422.6313647603865,0.0,,True,array
Array_Ex2-True,--warmup,-,0.5660000000000001,0.06,208.0,0.3,0.007071067811865481,80358.4,535.8925265386708,0.0,,True,array loop if
Array_Ex2-True,-b,TIMEOUT,34.048,0.31,113.4,30.195999999999998,0.13903237033151733,446306.4,31464.450619707313,0.0,,True,array loop if
Array_Ex2-True,-k,Crash,4.026,0.168,210.4,1.9919999999999998,0.025884358211089552,213475.2,4975.164238495046,29.0,,True,array loop if
Array_Ex2-True,-k --kInd-inv,Crash,3.686,0.156,220.2,1.7399999999999998,0.025495097567963948,214395.2,4002.3916849803695,24.0,,True,array loop if
Array_Ex2-True,-bk,Crash,3.746,0.152,201.2,1.934,0.01140175425099139,205938.4,6203.334329213605,25.0,,True,array loop if
Array_Ex2-True,-bk --kInd-inv,Crash,4.01,0.166,193.8,2.146,0.019493588689617876,207821.6,2674.7046192056423,28.0,,True,array loop if
Array_Ex2-True,-p,Proof,1.37,0.10200000000000001,197.8,0.746,0.008944271909999166,127208.0,734.819705778227,13.0,True Positive,True,array loop if
Array_Ex2-True,-g,Crash,1.054,0.12,187.2,0.626,0.008944271909999166,122672.8,396.5793741484799,3.0,,True,array loop if
Array_Ex2-True,-gB,Crash,1.096,0.10800000000000001,190.0,0.632,0.008366600265340763,122284.0,662.0755243927991,3.0,,True,array loop if
Array_Ex2-True,-g --gpdr-smi,Crash,1.06,0.11200000000000002,188.8,0.618,0.004472135954999584,122990.4,526.3808507155252,3.0,,True,array loop if
Array_Ex2-True,-gB --gpdr-smi,Crash,1.098,0.10600000000000001,190.4,0.632,0.013038404810405309,123465.6,540.5671096172981,3.0,,True,array loop if
Array_Ex2-True,-g --gpdr-ats,TIMEOUT,34.541999999999994,1.154,118.2,30.054000000000002,0.005477225575050571,316700.0,4867.211932924228,0.0,,True,array loop if
Array_Ex2-True,-gB --gpdr-ats,-,1.65,0.124,218.0,0.8099999999999999,0.015811388300841858,144262.4,713.7988512179044,0.0,,True,array loop if
Array_Ex2-True,-g --gpdr-smi --gpdr-ats,TIMEOUT,34.001999999999995,0.256,113.6,30.044,0.013416407864997922,306566.4,4065.9499259090735,0.0,,True,array loop if
Array_Ex2-True,-gB --gpdr-smi --gpdr-ats,TIMEOUT,33.064,0.454,111.0,30.080000000000002,0.012247448713916354,828311.2,1980.362391078966,0.0,,True,array loop if
Array_Ex3-False,--warmup,-,0.52,0.05,199.2,0.28600000000000003,0.008944271909999139,75328.0,316.69543728951953,0.0,,False,array
Array_Ex3-False,-b,Counterexample,1.1199999999999999,0.11000000000000001,191.4,0.642,0.013038404810405309,126076.8,553.0453869258833,4.0,True Negative,False,array
Array_Ex3-False,-k,Counterexample,1.392,0.11200000000000002,192.6,0.778,0.013038404810405309,129548.0,530.7730211681826,14.0,True Negative,False,array
Array_Ex3-False,-k --kInd-inv,Counterexample,1.388,0.11200000000000002,188.2,0.796,0.008944271909999166,130114.4,176.12722674248863,14.0,True Negative,False,array
Array_Ex3-False,-bk,Counterexample,1.264,0.118,194.4,0.71,0.012247448713915901,128428.0,993.4465259891948,8.0,True Negative,False,array
Array_Ex3-False,-bk --kInd-inv,Counterexample,1.262,0.11200000000000002,196.8,0.696,0.015165750888103085,127916.8,711.1309302793685,8.0,True Negative,False,array
Array_Ex3-False,-p,NoResult,1.05,0.10800000000000001,187.0,0.622,0.010954451150103331,125228.8,812.1300388484592,3.0,,False,array
Array_Ex3-False,-g,Crash,1.012,0.10600000000000001,184.6,0.604,0.005477225575051666,122168.8,374.479906002979,3.0,,False,array
Array_Ex3-False,-gB,Crash,1.032,0.11400000000000002,189.0,0.606,0.015165750888103114,122313.6,464.4704511591668,3.0,,False,array
Array_Ex3-False,-g --gpdr-smi,Crash,1.014,0.11000000000000001,186.0,0.604,0.01140175425099139,122407.2,870.5648740903805,3.0,,False,array
Array_Ex3-False,-gB --gpdr-smi,Crash,1.042,0.118,191.2,0.604,0.008944271909999168,122653.6,197.05024739898195,3.0,,False,array
Array_Ex3-False,-g --gpdr-ats,TIMEOUT,33.653999999999996,1.33,115.8,30.052,0.013038404810405566,300037.6,3391.334368651962,0.0,,False,array
Array_Ex3-False,-gB --gpdr-ats,-,1.396,0.11399999999999999,183.6,0.8220000000000001,0.03420526275297412,130605.6,2051.4552883258266,0.0,,False,array
Array_Ex3-False,-g --gpdr-smi --gpdr-ats,TIMEOUT,33.208,0.302,111.0,30.042,0.00836660026534079,289457.6,5632.196445437606,0.0,,False,array
Array_Ex3-False,-gB --gpdr-smi --gpdr-ats,TIMEOUT,32.294,0.272,108.0,30.04,0.009999999999999787,284917.6,6516.711195073785,0.0,,False,array
Array_Ex4-True,--warmup,-,0.53,0.052000000000000005,206.2,0.27999999999999997,0.009999999999999981,75469.6,557.3192980688898,0.0,,True,array
Array_Ex4-True,-b,NoResult,5.764,0.2,183.6,3.2399999999999998,0.01581138830084177,334943.2,2181.9044892020365,101.0,,True,array
Array_Ex4-True,-k,Proof,0.994,0.086,191.8,0.562,0.013038404810405255,121368.8,571.5480732186926,1.0,True Positive,True,array
Array_Ex4-True,-k --kInd-inv,Proof,0.992,0.096,192.2,0.562,0.00836660026534071,121064.0,445.28642467517466,1.0,True Positive,True,array
Array_Ex4-True,-bk,Proof,1.418,0.11599999999999999,195.0,0.788,0.013038404810405309,129972.0,974.7533021231577,13.0,True Positive,True,array
Array_Ex4-True,-bk --kInd-inv,Proof,1.43,0.11399999999999999,197.2,0.782,0.010954451150103331,130304.0,952.6426402381956,13.0,True Positive,True,array
Array_Ex4-True,-p,Proof,1.01,0.11000000000000001,187.8,0.596,0.01341640786499875,121872.0,1107.404171926402,2.0,True Positive,True,array
Array_Ex4-True,-g,Crash,0.694,0.062,204.2,0.366,0.005477225575051666,83429.6,552.402751622401,0.0,,True,array
Array_Ex4-True,-gB,Crash,0.6839999999999999,0.06,203.4,0.366,0.005477225575051666,83389.6,399.21523017039317,0.0,,True,array
Array_Ex4-True,-g --gpdr-smi,Crash,0.686,0.07,204.0,0.372,0.004472135954999584,83049.6,300.30118214885533,0.0,,True,array
Array_Ex4-True,-gB --gpdr-smi,Crash,0.686,0.066,202.8,0.372,0.004472135954999584,83384.0,428.1214780877035,0.0,,True,array
Array_Ex4-True,-g --gpdr-ats,Proof,1.134,0.122,187.2,0.67,0.014142135623730963,123558.4,498.59482548458124,6.0,True Positive,True,array
Array_Ex4-True,-gB --gpdr-ats,Proof,1.234,0.11200000000000002,199.4,0.672,0.008366600265340763,128695.2,1230.7279146911392,6.0,True Positive,True,array
Array_Ex4-True,-g --gpdr-smi --gpdr-ats,Proof,1.144,0.11599999999999999,190.2,0.664,0.008944271909999168,123164.8,504.40777154996334,6.0,True Positive,True,array
Array_Ex4-True,-gB --gpdr-smi --gpdr-ats,Proof,1.26,0.10800000000000001,203.0,0.674,0.015165750888103085,128096.8,1553.4359336644688,6.0,True Positive,True,array
Array_Nesting-True,--warmup,-,0.516,0.048,204.6,0.274,0.01140175425099137,74558.4,460.50059717659434,0.0,,True,array
Array_Nesting-True,-b,-,0.978,0.10600000000000001,190.0,0.572,0.008366600265340723,121010.4,617.1651318731479,0.0,,True,array
Array_Nesting-True,-k,Crash,1.038,0.11000000000000001,186.6,0.614,0.01140175425099139,125226.4,214.82271760686763,3.0,,True,array
Array_Nesting-True,-k --kInd-inv,Crash,1.026,0.10600000000000001,188.4,0.598,0.008366600265340763,125925.6,310.01419322347164,3.0,,True,array
Array_Nesting-True,-bk,Crash,0.9720000000000001,0.10200000000000001,188.6,0.5700000000000001,0.009999999999999953,121306.4,708.7939051656695,1.0,,True,array
Array_Nesting-True,-bk --kInd-inv,Crash,0.982,0.094,190.0,0.5640000000000001,0.005477225575051605,121455.2,739.2071428226326,1.0,,True,array
Array_Nesting-True,-p,-,0.518,0.046,206.2,0.272,0.010954451150103309,74988.8,466.7710359480331,0.0,,True,array
Array_Nesting-True,-g,-,0.968,0.10800000000000001,178.0,0.602,0.008366600265340763,122300.8,714.4306824318228,0.0,,True,array
Array_Nesting-True,-gB,-,1.014,0.11000000000000001,183.8,0.61,0.0,122508.0,959.520713689913,0.0,,True,array
Array_Nesting-True,-g --gpdr-smi,-,0.982,0.11599999999999999,181.0,0.604,0.008944271909999168,121316.8,602.17871101526,0.0,,True,array
Array_Nesting-True,-gB --gpdr-smi,-,1.0,0.118,181.4,0.612,0.008366600265340763,122414.4,427.6690309105863,0.0,,True,array
Array_Nesting-True,-g --gpdr-ats,Crash,0.9879999999999999,0.118,180.0,0.612,0.013038404810405309,121765.6,823.2744378395336,3.0,,True,array
Array_Nesting-True,-gB --gpdr-ats,Crash,1.052,0.11399999999999999,186.6,0.624,0.015165750888103114,125391.2,840.5588617104694,3.0,,True,array
Array_Nesting-True,-g --gpdr-smi --gpdr-ats,Crash,0.9879999999999999,0.11200000000000002,180.6,0.608,0.004472135954999584,122284.0,887.2429205127534,3.0,,True,array
Array_Nesting-True,-gB --gpdr-smi --gpdr-ats,Crash,1.064,0.1,189.0,0.616,0.005477225575051666,125340.8,824.1329989752867,3.0,,True,array
Array_Selectionsort-True,--warmup,-,0.54,0.05800000000000001,203.2,0.294,0.005477225575051666,79852.0,492.2032100667366,0.0,,True,array loop if
Array_Selectionsort-True,-b,TIMEOUT,33.73,0.284,111.8,30.298000000000002,0.1386362146049864,353171.2,1941.4374056353195,0.0,,True,array loop if
Array_Selectionsort-True,-k,Crash,3.034,0.144,221.4,1.432,0.013038404810405309,186572.0,612.43122062808,24.0,,True,array loop if
Array_Selectionsort-True,-k --kInd-inv,Crash,3.0100000000000002,0.146,218.8,1.438,0.021679483388678818,186968.0,790.6958960308318,24.0,,True,array loop if
Array_Selectionsort-True,-bk,Crash,4.282,0.152,192.8,2.2960000000000003,0.025099800796022174,209547.2,695.801121010882,35.0,,True,array loop if
Array_Selectionsort-True,-bk --kInd-inv,Crash,4.25,0.156,192.0,2.288,0.01483239697419137,208870.4,527.7165906052224,35.0,,True,array loop if
Array_Selectionsort-True,-p,Proof,1.242,0.11000000000000001,195.8,0.692,0.010954451150103302,125876.8,465.0281711896603,9.0,True Positive,True,array loop if
Array_Selectionsort-True,-g,Crash,0.734,0.05600000000000001,218.4,0.362,0.004472135954999584,84080.0,608.9926107926105,0.0,,True,array loop if
Array_Selectionsort-True,-gB,Crash,0.734,0.06,216.0,0.368,0.008366600265340763,84016.8,586.1494689923381,0.0,,True,array loop if
Array_Selectionsort-True,-g --gpdr-smi,Crash,0.758,0.06200000000000001,219.2,0.374,0.008944271909999168,83880.8,573.5043155896911,0.0,,True,array loop if
Array_Selectionsort-True,-gB --gpdr-smi,Crash,0.736,0.064,213.6,0.374,0.005477225575051666,84052.8,691.5512996155817,0.0,,True,array loop if
Array_Selectionsort-True,-g --gpdr-ats,TIMEOUT,34.232,0.978,116.8,30.046,0.008944271909999166,389998.4,33842.08842255454,0.0,,True,array loop if
Array_Selectionsort-True,-gB --gpdr-ats,-,1.534,0.128,192.0,0.8619999999999999,0.016431676725154998,139884.0,858.8503944226841,0.0,,True,array loop if
Array_Selectionsort-True,-g --gpdr-smi --gpdr-ats,TIMEOUT,35.278,0.998,120.2,30.119999999999997,0.014142135623731277,1762526.4,112993.716589906,0.0,,True,array loop if
Array_Selectionsort-True,-gB --gpdr-smi --gpdr-ats,Proof,2.854,0.28200000000000003,200.8,1.56,0.022360679774997918,462561.6,15982.359425316401,27.0,True Positive,True,array loop if
Array_Size-True,--warmup,-,0.496,0.054000000000000006,181.6,0.304,0.005477225575051666,75685.6,316.76615980877756,0.0,,True,array
Array_Size-True,-b,NoResult,6.906000000000001,0.23399999999999999,162.8,4.37,0.02000000000000013,337100.0,3683.170373469031,101.0,,True,array
Array_Size-True,-k,Proof,1.284,0.11200000000000002,200.2,0.696,0.005477225575051666,132022.4,474.5743355892731,4.0,True Positive,True,array
Array_Size-True,-k --kInd-inv,Proof,1.286,0.10800000000000001,203.6,0.682,0.004472135954999534,132080.0,536.3133412474465,4.0,True Positive,True,array
Array_Size-True,-bk,Proof,1.242,0.10600000000000001,197.6,0.678,0.013038404810405257,131264.0,449.1503089167367,5.0,True Positive,True,array
Array_Size-True,-bk --kInd-inv,Proof,1.258,0.10800000000000001,199.8,0.6839999999999999,0.019493588689617897,130782.4,449.34263096216455,5.0,True Positive,True,array
Array_Size-True,-p,Proof,1.07,0.10400000000000001,199.2,0.586,0.01140175425099139,122140.8,605.438023252587,1.0,True Positive,True,array
Array_Size-True,-g,Crash,1.006,0.11000000000000001,186.4,0.598,0.008366600265340763,121791.2,722.3650046894576,3.0,,True,array
Array_Size-True,-gB,Crash,1.032,0.11200000000000002,185.8,0.614,0.01140175425099139,122481.6,474.4310276531247,3.0,,True,array
Array_Size-True,-g --gpdr-smi,Crash,1.016,0.11000000000000001,186.4,0.6,0.012247448713915901,121667.2,1163.547678438662,3.0,,True,array
Array_Size-True,-gB --gpdr-smi,Crash,1.02,0.11199999999999999,186.6,0.604,0.005477225575051666,122241.6,714.7732507585885,3.0,,True,array
Array_Size-True,-g --gpdr-ats,TIMEOUT,33.386,0.762,113.0,30.048000000000002,0.02683281572999671,345911.2,8852.888071132493,0.0,,True,array
Array_Size-True,-gB --gpdr-ats,-,3.556,0.22999999999999998,229.2,1.6460000000000001,0.035777087639996596,314481.6,4294.615791895708,0.0,,True,array
Array_Size-True,-g --gpdr-smi --gpdr-ats,TIMEOUT,32.82,0.31,110.0,30.065999999999995,0.03714835124201339,338078.4,8571.508432008919,0.0,,True,array
Array_Size-True,-gB --gpdr-smi --gpdr-ats,TIMEOUT,33.589999999999996,0.43600000000000005,112.8,30.060000000000002,0.045276925690687295,354029.6,7459.778334508339,0.0,,True,array
Assert_Ex1-False,--warmup,-,0.496,0.05,177.0,0.31,0.007071067811865481,75150.4,630.1339540129543,0.0,,False,assert
Assert_Ex1-False,-b,Counterexample,1.108,0.10800000000000001,189.2,0.642,0.013038404810405309,123391.2,426.4213878313329,4.0,True Negative,False,assert
Assert_Ex1-False,-k,Counterexample,1.318,0.11599999999999999,187.4,0.762,0.010954451150103331,129018.4,701.8866005274641,14.0,True Negative,False,assert
Assert_Ex1-False,-k --kInd-inv,Counterexample,1.314,0.13,186.0,0.774,0.01140175425099139,129166.4,594.2767032283867,14.0,True Negative,False,assert
Assert_Ex1-False,-bk,Counterexample,1.214,0.10200000000000001,191.8,0.6859999999999999,0.005477225575051605,126256.0,718.2868507775985,8.0,True Negative,False,assert
Assert_Ex1-False,-bk --kInd-inv,Counterexample,1.23,0.10400000000000001,193.6,0.688,0.00836660026534071,126827.2,923.7982463720095,8.0,True Negative,False,assert
Assert_Ex1-False,-p,NoResult,1.002,0.11399999999999999,182.6,0.612,0.010954451150103331,123477.6,362.2441165843829,3.0,,False,assert
Assert_Ex1-False,-g,TIMEOUT,33.048,1.566,114.8,30.05,0.009999999999999787,289405.6,2089.1751482343457,0.0,,False,assert
Assert_Ex1-False,-gB,Proof,1.124,0.10800000000000001,187.4,0.652,0.004472135954999584,122705.6,614.104877036488,6.0,False Positive,False,assert
Assert_Ex1-False,-g --gpdr-smi,TIMEOUT,32.918,0.278,109.8,30.042,0.010954451150103088,285134.4,3003.6865349100594,0.0,,False,assert
Assert_Ex1-False,-gB --gpdr-smi,Proof,1.098,0.10600000000000001,188.0,0.638,0.008366600265340763,122936.0,412.3493664357931,6.0,False Positive,False,assert
Assert_Ex1-False,-g --gpdr-ats,TIMEOUT,32.862,1.26,113.0,30.04,0.014142135623730649,296928.8,5319.176176815354,0.0,,False,assert
Assert_Ex1-False,-gB --gpdr-ats,-,1.7,0.148,173.2,1.064,0.023021728866442697,133688.8,1268.21575451498,0.0,,False,assert
Assert_Ex1-False,-g --gpdr-smi --gpdr-ats,TIMEOUT,32.83,0.31,110.0,30.04,0.007071067811865324,282824.0,2288.403810519463,0.0,,False,assert
Assert_Ex1-False,-gB --gpdr-smi --gpdr-ats,Proof,2.534,0.14400000000000002,141.8,1.8800000000000001,0.025495097567963837,132385.6,371.6514496137476,74.0,False Positive,False,assert
Assert_Ex2-True,--warmup,-,0.516,0.05600000000000001,177.2,0.324,0.01140175425099139,75228.8,375.3547655218993,0.0,,True,assert if
Assert_Ex2-True,-b,NoResult,9.412,0.22199999999999998,145.0,6.62,0.05431390245600119,330631.2,29117.74268723453,101.0,,True,assert if
Assert_Ex2-True,-k,Proof,1.422,0.128,193.0,0.798,0.020493901531919174,130687.2,500.20315872653185,14.0,True Positive,True,assert if
Assert_Ex2-True,-k --kInd-inv,Proof,1.422,0.10200000000000001,191.2,0.796,0.015165750888103114,131004.8,326.6606802172554,14.0,True Positive,True,assert if
Assert_Ex2-True,-bk,Proof,1.522,0.122,198.2,0.8299999999999998,0.007071067811865481,130557.6,64.53526167917815,15.0,True Positive,True,assert if
Assert_Ex2-True,-bk --kInd-inv,Proof,1.542,0.11800000000000002,201.0,0.8240000000000001,0.015165750888103064,130965.6,470.32414354357786,15.0,True Positive,True,assert if
Assert_Ex2-True,-p,Proof,1.026,0.1,187.6,0.596,0.01140175425099139,124904.8,629.726289748173,2.0,True Positive,True,assert if
Assert_Ex2-True,-g,TIMEOUT,33.406,1.374,115.4,30.042,0.01483239697419125,295352.8,3812.738018799613,0.0,,True,assert if
Assert_Ex2-True,-gB,Proof,9.844,0.40800000000000003,143.2,7.144,0.027018512172212492,294371.2,5365.206724814991,447.0,True Positive,True,assert if
Assert_Ex2-True,-g --gpdr-smi,TIMEOUT,32.778000000000006,0.29,109.8,30.042,0.010954451150103088,280022.4,2230.373242307215,0.0,,True,assert if
Assert_Ex2-True,-gB --gpdr-smi,Proof,13.319999999999999,0.192,120.8,11.144,0.04335896677735815,207589.6,4637.935402741181,827.0,True Positive,True,assert if
Assert_Ex2-True,-g --gpdr-ats,TIMEOUT,33.114,1.022,113.0,30.038,0.00447213595499869,303227.2,4477.731032565489,0.0,,True,assert if
Assert_Ex2-True,-gB --gpdr-ats,-,1.6019999999999999,0.134,164.2,1.054,0.019493588689617945,135139.2,2457.0248675990238,0.0,,True,assert if
Assert_Ex2-True,-g --gpdr-smi --gpdr-ats,TIMEOUT,33.18,0.292,111.0,30.046,0.008944271909999166,289156.0,5756.599690789694,0.0,,True,assert if
Assert_Ex2-True,-gB --gpdr-smi --gpdr-ats,Proof,23.068,0.246,114.6,20.226,0.7227240137147792,290660.8,4266.363697576661,1390.0,True Positive,True,assert if
Assert_Ex3-True,--warmup,-,0.496,0.05,182.4,0.302,0.022803508501982764,75187.2,480.99397085618443,0.0,,True,assert if
Assert_Ex3-True,-b,NoResult,9.540000000000001,0.21600000000000003,144.4,6.736,0.03714835124201332,308728.8,24529.743806244696,101.0,,True,assert if
Assert_Ex3-True,-k,Proof,1.406,0.11000000000000001,191.2,0.792,0.004472135954999584,130256.8,255.86558971459996,14.0,True Positive,True,assert if
Assert_Ex3-True,-k --kInd-inv,Proof,1.454,0.11199999999999999,194.8,0.804,0.011401754250991351,130374.4,213.55280377461682,14.0,True Positive,True,assert if
Assert_Ex3-True,-bk,Proof,1.578,0.11400000000000002,202.6,0.8300000000000001,0.012247448713915856,131016.0,604.2714621757344,15.0,True Positive,True,assert if
Assert_Ex3-True,-bk --kInd-inv,Proof,1.532,0.11200000000000002,197.6,0.828,0.004472135954999584,130944.8,593.6894811262871,15.0,True Positive,True,assert if
Assert_Ex3-True,-p,Proof,1.018,0.10800000000000001,187.6,0.6,0.007071067811865481,124832.8,284.3715878916176,2.0,True Positive,True,assert if
Assert_Ex3-True,-g,TIMEOUT,33.458,1.402,115.6,30.044,0.01516575088810313,298169.6,2148.1426395842527,0.0,,True,assert if
Assert_Ex3-True,-gB,Proof,7.398000000000001,0.344,158.8,4.862,0.0376828873628337,284593.6,5134.655275673334,296.0,True Positive,True,assert if
Assert_Ex3-True,-g --gpdr-smi,TIMEOUT,32.998000000000005,0.262,110.4,30.05,0.012247448713914904,284504.8,2774.419434764686,0.0,,True,assert if
Assert_Ex3-True,-gB --gpdr-smi,Proof,5.732,0.164,144.6,4.072,0.035637059362411114,179725.6,6029.02552656729,272.0,True Positive,True,assert if
Assert_Ex3-True,-g --gpdr-ats,TIMEOUT,33.488,1.306,115.4,30.036,0.011401754250991448,297605.6,2019.5536140444501,0.0,,True,assert if
Assert_Ex3-True,-gB --gpdr-ats,-,2.118,0.146,197.2,1.146,0.01341640786499875,139196.0,2669.98576775233,0.0,,True,assert if
Assert_Ex3-True,-g --gpdr-smi --gpdr-ats,TIMEOUT,33.06,0.272,110.4,30.04,0.007071067811865324,293479.2,5401.6555980551,0.0,,True,assert if
Assert_Ex3-True,-gB --gpdr-smi --gpdr-ats,Proof,16.619999999999997,0.252,115.8,14.506,0.05594640292279764,282007.2,5748.909044331803,821.0,True Positive,True,assert if
Assignment_Ex1-True,--warmup,-,0.522,0.054000000000000006,155.0,0.374,0.023021728866442697,74702.4,459.57023402304895,0.0,,True,
Assignment_Ex1-True,-b,NoResult,4.816000000000001,0.2,193.0,2.59,0.01581138830084191,283312.0,4065.3236033555804,101.0,,True,
Assignment_Ex1-True,-k,Proof,1.068,0.10600000000000001,184.4,0.636,0.008944271909999166,125447.2,508.577624360333,4.0,True Positive,True,
Assignment_Ex1-True,-k --kInd-inv,Proof,1.054,0.10600000000000001,183.0,0.634,0.005477225575051666,125408.8,976.5711443617408,4.0,True Positive,True,
Assignment_Ex1-True,-bk,Proof,1.088,0.11200000000000002,187.2,0.64,0.012247448713915901,125884.8,496.6399097938062,5.0,True Positive,True,
Assignment_Ex1-True,-bk --kInd-inv,Proof,1.082,0.11200000000000002,185.2,0.644,0.008944271909999166,125967.2,704.3317400202833,5.0,True Positive,True,
Assignment_Ex1-True,-p,Proof,0.9560000000000001,0.094,188.4,0.554,0.011401754250991351,119376.8,853.4232244320516,1.0,True Positive,True,
Assignment_Ex1-True,-g,Proof,1.9739999999999998,0.148,176.4,1.198,0.008366600265340763,130240.0,646.4240094550944,48.0,True Positive,True,
Assignment_Ex1-True,-gB,Proof,1.1,0.11000000000000001,184.0,0.658,0.004472135954999584,131072.0,752.0585083622151,6.0,True Positive,True,
Assignment_Ex1-True,-g --gpdr-smi,TIMEOUT,32.660000000000004,0.266,109.4,30.044,0.008944271909999166,274528.8,2936.812421657195,0.0,,True,
Assignment_Ex1-True,-gB --gpdr-smi,Proof,1.094,0.118,184.0,0.658,0.008366600265340763,131494.4,892.2313601303196,6.0,True Positive,True,
Assignment_Ex1-True,-g --gpdr-ats,TIMEOUT,32.622,1.2,112.2,30.04,0.01581138830084156,287644.0,961.2783155777519,0.0,,True,
Assignment_Ex1-True,-gB --gpdr-ats,-,1.908,0.152,153.2,1.34,0.030822070014844837,134980.8,380.2251964296948,0.0,,True,
Assignment_Ex1-True,-g --gpdr-smi --gpdr-ats,TIMEOUT,32.624,0.274,109.0,30.036,0.00894427190999877,281615.2,3306.4354220217274,0.0,,True,
Assignment_Ex1-True,-gB --gpdr-smi --gpdr-ats,Proof,1.876,0.128,141.8,1.412,0.032710854467592206,130569.6,598.9764603054114,40.0,True Positive,True,
